Date,Product_Name,Category,Monthly_Sales,Unit_Price,Revenue,Rainfall_Index,Industrial_Index,Diesel_Price,Steel_Price,Govt_Subsidy_Flag,Festival_Flag,Estimated_Unit_Cost,Total_Cost,Gross_Margin,Margin_Percentage
2021-02-01,Front Bumper Tractor,Tractor,1028,1554.22,1597742.87,126.84,114.35,68.4,58.24,0,0,1079.0633031089844,1109277.075596036,488465.7944039642,30.572240601140294
2021-03-01,Front Bumper Tractor,Tractor,998,1543.37,1540287.32,133.79,124.24,69.71,56.07,0,0,1068.0416508781705,1065905.5675764142,474381.75242358586,30.798263821556738
2021-04-01,Front Bumper Tractor,Tractor,1142,1532.09,1749652.32,124.58,120.12,69.75,53.82,1,0,1055.599162863868,1205494.2439905372,544158.0760094628,31.100926154829594
2021-05-01,Front Bumper Tractor,Tractor,1054,1797.29,1894348.92,115.9,131.18,71.63,50.86,1,0,1232.8649609329686,1299439.668823349,594909.2511766509,31.404417892383357
2021-06-01,Front Bumper Tractor,Tractor,831,1794.6,1491309.92,104.7,129.07,72.57,50.32,0,0,1230.5807050488309,1022612.5658955785,468697.35410442145,31.428568121133498
2021-07-01,Front Bumper Tractor,Tractor,646,1785.5,1153430.79,89.74,128.61,69.72,48.5,0,0,1217.3056722091471,786379.464247109,367051.325752891,31.82257045114003
2021-08-01,Front Bumper Tractor,Tractor,610,1185.48,723142.63,79.78,129.39,71.4,52.1,0,0,815.038692444093,497173.60239089676,225969.02760910324,31.248196169696595
2021-09-01,Front Bumper Tractor,Tractor,525,1154.99,606370.25,72.5,130.31,73.37,46.0,0,0,785.7131946331045,412499.4271823799,193870.82281762012,31.972350691284756
2021-10-01,Front Bumper Tractor,Tractor,883,1172.05,1034918.61,77.78,138.24,70.95,49.41,1,1,801.2627081778016,707514.9713209989,327403.63867900113,31.635689562003442
2021-11-01,Front Bumper Tractor,Tractor,1188,1830.18,2174253.63,94.1,135.32,72.71,48.84,1,1,1251.4429189493637,1486714.1877118442,687539.4422881557,31.621860154749086
2021-12-01,Front Bumper Tractor,Tractor,717,1879.68,1347730.93,93.81,141.11,72.16,58.74,0,0,1309.9551641776113,939237.8527153473,408493.0772846526,30.30969076925857
2022-01-01,Front Bumper Tractor,Tractor,910,1865.57,1697668.72,112.26,138.59,72.0,55.91,0,0,1292.817691202914,1176464.0989946516,521204.6210053484,30.70119716910072
2022-02-01,Front Bumper Tractor,Tractor,1065,1456.63,1551313.62,129.74,141.56,73.65,58.93,0,0,1016.6286177390417,1082709.4778920794,468604.1421079207,30.20692502576756
2022-03-01,Front Bumper Tractor,Tractor,1184,1461.46,1730373.52,125.98,149.92,76.27,59.89,0,0,1023.8818603813988,1212276.1226915761,518097.3973084239,29.941361868992534
2022-04-01,Front Bumper Tractor,Tractor,1267,1459.16,1848760.73,134.12,145.66,73.79,59.43,1,0,1019.4881467071984,1291691.4818780203,557069.2481219796,30.132035967790145
2022-05-01,Front Bumper Tractor,Tractor,1251,1415.3,1770540.63,111.75,144.93,74.5,57.26,1,0,985.2051356973525,1232491.624757388,538049.005242612,30.38896685712386
2022-06-01,Front Bumper Tractor,Tractor,788,1407.53,1109137.51,92.22,155.47,76.11,55.71,0,0,978.0150783417406,770675.8817332915,338461.62826670846,30.51574987006872
2022-07-01,Front Bumper Tractor,Tractor,833,1398.13,1164645.62,77.5,148.21,75.13,53.83,0,0,967.2146843615712,805689.8320731889,358955.78792681126,30.82103102974888
2022-08-01,Front Bumper Tractor,Tractor,591,1824.75,1078427.77,65.04,157.93,76.54,51.15,0,0,1257.0562885695103,742920.2665445806,335507.50345541944,31.110799701997603
2022-09-01,Front Bumper Tractor,Tractor,620,1813.85,1124589.83,77.92,154.88,77.82,48.97,0,0,1245.394502126488,772144.5913184226,352445.2386815775,31.339892045936203
2022-10-01,Front Bumper Tractor,Tractor,1100,1832.77,2016048.22,66.98,157.82,77.37,52.75,1,1,1267.339854349662,1394073.839784628,621974.380215372,30.851165862261563
2022-11-01,Front Bumper Tractor,Tractor,1170,1916.62,2242441.62,81.25,160.08,75.76,55.92,1,1,1331.951458642837,1558383.2066121192,684058.4133878809,30.50507122624137
2022-12-01,Front Bumper Tractor,Tractor,889,1914.64,1702110.94,102.91,159.15,75.14,55.53,0,0,1328.9497142297876,1181436.2959502812,520674.64404971874,30.589935815213003
2023-01-01,Front Bumper Tractor,Tractor,1145,1955.13,2238626.08,115.3,158.17,76.42,63.63,0,0,1379.795378606118,1579865.708504005,658760.371495995,29.42699441328741
2023-02-01,Front Bumper Tractor,Tractor,1034,1783.24,1843872.21,123.33,169.87,80.44,64.65,0,0,1264.66166829163,1307660.1650135454,536212.0449864545,29.080759614379918
2023-03-01,Front Bumper Tractor,Tractor,1281,1786.1,2287990.58,130.41,166.3,79.33,65.22,0,0,1267.0422819310747,1623081.1631537068,664909.4168462933,29.060845908128403
2023-04-01,Front Bumper Tractor,Tractor,1382,1785.23,2467189.47,127.59,166.4,79.79,65.05,1,0,1266.4392592304603,1750219.056256496,716970.4137435041,29.060208892003097
2023-05-01,Front Bumper Tractor,Tractor,1425,2009.91,2864120.05,117.68,167.5,78.69,63.58,1,0,1420.681204199952,2024470.7159849314,839649.3340150684,29.316136172960643
2023-06-01,Front Bumper Tractor,Tractor,1042,1986.77,2070209.97,102.37,166.09,78.67,58.95,0,0,1391.8473595822882,1450304.9486847443,619905.0213152557,29.94406510926308
2023-07-01,Front Bumper Tractor,Tractor,882,1993.98,1758688.71,86.43,173.45,80.12,60.4,0,0,1402.3105714349242,1236837.9240056032,521850.7859943968,29.67272053474414
2023-08-01,Front Bumper Tractor,Tractor,723,1727.44,1248937.61,68.76,170.86,79.75,57.09,0,0,1206.7863889846835,872506.5592359261,376431.05076407397,30.140100494217155
2023-09-01,Front Bumper Tractor,Tractor,791,1715.07,1356618.14,55.56,178.28,80.47,54.61,0,0,1193.0240439553338,943682.018768669,412936.1212313309,30.438640694523734
2023-10-01,Front Bumper Tractor,Tractor,1122,1722.13,1932232.74,67.61,176.3,81.03,56.03,1,1,1201.745950052637,1348358.9559590586,583873.7840409414,30.217570169157852
2023-11-01,Front Bumper Tractor,Tractor,1266,1955.93,2476210.46,82.18,179.77,80.2,58.59,1,1,1370.8378517338356,1735480.7202950357,740729.7397049642,29.913844225703023
2023-12-01,Front Bumper Tractor,Tractor,1010,1972.67,1992396.64,96.86,187.36,83.12,61.93,0,0,1394.4748315379443,1408419.5798533238,583977.0601466761,29.310281317613352
2024-01-01,Front Bumper Tractor,Tractor,1273,2001.25,2547595.44,112.04,183.08,82.88,67.65,0,0,1429.9311539802127,1820302.3590168108,727293.0809831892,28.548217254745484
2024-02-01,Front Bumper Tractor,Tractor,1188,1775.78,2109631.8,129.35,191.54,80.21,70.16,0,0,1272.4099822773896,1511623.058945539,598008.7410544609,28.34659304313013
2024-03-01,Front Bumper Tractor,Tractor,1404,1767.54,2481619.45,127.97,184.71,81.8,68.51,0,0,1264.0111795224677,1774671.6960495447,706947.7539504555,28.487355462597435
2024-04-01,Front Bumper Tractor,Tractor,1624,1760.65,2859301.14,132.82,187.02,83.37,67.13,1,0,1257.2246768507623,2041732.875205638,817568.2647943622,28.593289925186482
2024-05-01,Front Bumper Tractor,Tractor,1516,1544.65,2341687.03,117.08,195.03,82.67,67.53,1,0,1103.2628351522624,1672546.4580908297,669140.5719091701,28.57514959670636
2024-06-01,Front Bumper Tractor,Tractor,1038,1543.32,1601969.74,93.46,191.54,82.51,67.26,0,0,1101.6207556116033,1143482.3443248442,458487.3956751558,28.62022822448293
2024-07-01,Front Bumper Tractor,Tractor,1022,1533.26,1566993.3,87.21,199.02,83.09,65.25,0,0,1090.726839784192,1114722.8302594442,452270.46974055585,28.862310371113637
2024-08-01,Front Bumper Tractor,Tractor,915,1437.14,1314985.71,70.37,196.61,83.33,61.23,0,0,1014.7040998078113,928454.2513241473,386531.4586758526,29.39434670174877
2024-09-01,Front Bumper Tractor,Tractor,974,1438.99,1401579.11,80.79,197.18,85.36,61.6,0,0,1018.2435923809736,991769.2589790683,409809.85102093185,29.23915233161058
2024-10-01,Front Bumper Tractor,Tractor,1208,1446.62,1747515.7,81.83,200.9,83.47,63.12,1,1,1025.2049393385294,1238447.5667209434,509068.1332790565,29.130961929501208
2024-11-01,Front Bumper Tractor,Tractor,1272,1875.85,2386077.13,95.07,203.01,84.4,65.17,1,1,1335.5066404990205,1698764.446714754,687312.6832852459,28.805132685934844
2024-12-01,Front Bumper Tractor,Tractor,1016,1903.44,1933895.38,95.14,202.57,87.09,70.69,0,0,1372.028681466822,1393981.1403702912,539914.2396297087,27.918482313645566
2025-01-01,Front Bumper Tractor,Tractor,1273,1908.35,2429327.68,111.01,205.77,87.07,71.67,0,0,1378.0807471865794,1754296.7911685156,675030.8888314846,27.786736815656116
2025-02-01,Front Bumper Tractor,Tractor,1485,2036.71,3024513.13,129.53,207.37,85.82,74.14,0,0,1476.2682154140891,2192258.299889922,832254.8301100777,27.516985191929976
2025-03-01,Front Bumper Tractor,Tractor,1429,2048.93,2927927.1,137.28,215.2,87.47,76.59,0,0,1493.6738019200227,2134459.8629437126,793467.2370562875,27.099965605574244
2025-04-01,Front Bumper Tractor,Tractor,1572,2035.03,3199071.88,127.78,213.27,86.38,73.81,1,0,1474.7310430627897,2318277.199694705,880794.6803052947,27.532819309620976
2025-05-01,Front Bumper Tractor,Tractor,1521,1554.48,2364359.51,106.31,207.56,87.92,73.5,1,0,1127.0762260868037,1714282.9398780284,650076.5701219714,27.494827557843415
2025-06-01,Front Bumper Tractor,Tractor,1210,1547.46,1872428.87,98.34,214.24,87.4,72.09,0,0,1118.6150163369944,1353524.1697677632,518904.7002322369,27.712919221985548
2025-07-01,Front Bumper Tractor,Tractor,1026,1533.06,1572914.84,86.51,212.02,85.89,69.21,0,0,1101.028110873015,1129654.8417557136,443259.9982442865,28.18080082735353
2025-08-01,Front Bumper Tractor,Tractor,1082,2081.73,2252436.85,75.19,218.36,87.55,64.55,0,0,1483.7293075827324,1605395.1108045166,647041.7391954835,28.726298772615245
2025-09-01,Front Bumper Tractor,Tractor,1079,2093.86,2259278.87,72.0,218.65,87.66,66.97,0,0,1499.3560407762593,1617805.1679975837,641473.7020024164,28.392851830744398
2025-10-01,Front Bumper Tractor,Tractor,1526,2096.43,3199147.25,74.13,223.33,91.35,67.49,1,1,1506.6774397002503,2299189.772982582,899957.477017418,28.131167673429786
2025-11-01,Front Bumper Tractor,Tractor,1553,1361.81,2114893.39,87.83,218.92,90.28,70.36,1,1,983.2538723517628,1526993.2637622876,587900.1262377126,27.7980974841343
2025-12-01,Front Bumper Tractor,Tractor,1356,1380.97,1872590.49,103.37,226.62,87.69,74.19,0,0,1002.3986979011156,1359252.6343539127,513337.8556460873,27.413246963893712
2020-02-01,Linkage Pins,Tractor,369,1291.41,476530.81,139.78,99.35,64.52,52.48,0,0,883.9323413226957,326171.03394807474,150359.77605192526,31.5530020088156
2020-03-01,Linkage Pins,Tractor,378,1287.87,486813.98,137.27,103.35,64.26,51.77,0,0,880.0976929032241,332676.9279174187,154137.05208258127,31.66241283427836
2020-04-01,Linkage Pins,Tractor,165,1270.46,209626.55,122.92,99.38,64.32,48.29,1,0,862.2523665959428,142271.64048833057,67354.90951166942,32.13090589511177
2020-05-01,Linkage Pins,Tractor,161,1218.93,196248.24,120.27,102.55,70.0,50.19,1,0,833.999902068563,134273.98423303865,61974.255766961345,31.57952181734794
2020-06-01,Linkage Pins,Tractor,344,1202.45,413643.58,91.23,106.83,64.55,46.89,0,0,813.9579098308755,280001.5209818212,133642.05901817884,32.308505554027654
2020-07-01,Linkage Pins,Tractor,362,1175.32,425465.76,86.16,107.56,70.2,41.46,0,0,790.388409662583,286120.60429785505,139345.15570214496,32.751203223061935
2020-08-01,Linkage Pins,Tractor,432,1950.05,842420.89,82.29,108.69,65.68,46.81,0,0,1320.9499871501687,570650.3944488729,271770.4955511271,32.26065483147351
2020-09-01,Linkage Pins,Tractor,362,1935.65,700703.74,67.03,108.64,67.11,43.93,0,0,1305.0792226762123,472438.6786087889,228265.06139121111,32.576543888749775
2020-10-01,Linkage Pins,Tractor,845,1941.64,1640686.93,78.1,116.26,69.73,45.13,1,1,1314.9067165606039,1111096.1754937102,529590.7545062897,32.27859897112057
2020-11-01,Linkage Pins,Tractor,1007,1917.18,1930605.14,88.16,111.62,68.06,47.24,1,1,1302.1626672324426,1311277.8059030697,619327.3340969302,32.0794408584725
2020-12-01,Linkage Pins,Tractor,924,1924.46,1778200.7,101.79,116.24,68.21,48.69,0,0,1311.0356190435446,1211396.9119962351,566803.7880037648,31.875130180961285
2021-01-01,Linkage Pins,Tractor,1083,1956.48,2118866.28,113.2,123.87,64.78,55.1,0,0,1346.3582845799326,1458106.022200067,660760.2577999327,31.18461339617585
2021-02-01,Linkage Pins,Tractor,913,1537.48,1403718.85,130.49,115.56,70.73,54.9,0,0,1062.3415006200323,969917.7900660895,433801.0599339106,30.903699835184984
2021-03-01,Linkage Pins,Tractor,1180,1564.42,1846020.28,136.49,127.4,70.03,60.28,0,0,1091.7869333339468,1288308.5813340573,557711.6986659428,30.211569434434534
2021-04-01,Linkage Pins,Tractor,1236,1540.02,1903462.43,126.71,130.34,71.42,55.4,1,0,1065.6894129240486,1317192.114374124,586270.315625876,30.800204216579992
2021-05-01,Linkage Pins,Tractor,1180,1942.98,2292712.91,103.14,125.69,68.47,59.2,1,0,1351.5678231429024,1594850.031308625,697862.8786913753,30.438301963038857
2021-06-01,Linkage Pins,Tractor,881,1911.94,1684416.13,91.59,123.52,69.29,52.99,0,0,1314.7088031831092,1158258.4556043192,526157.6743956807,31.236798616721906
2021-07-01,Linkage Pins,Tractor,696,1871.66,1302677.6,80.98,127.58,69.37,44.93,0,0,1266.6595006916298,881595.0124813743,421082.5875186258,32.3243899732847
2021-08-01,Linkage Pins,Tractor,848,1278.76,1084391.35,68.67,134.45,71.05,45.35,0,0,867.2496126260519,735427.671506892,348963.67849310813,32.180603293553396
2021-09-01,Linkage Pins,Tractor,639,1296.38,828387.91,66.68,133.91,71.73,48.88,0,0,885.8529581868623,566060.0402814051,262327.86971859494,31.6672740574636
2021-10-01,Linkage Pins,Tractor,1077,1289.98,1389307.1,77.11,134.49,71.38,47.6,1,1,879.0098840215247,946693.6450911821,442613.454908818,31.858575753972463
2021-11-01,Linkage Pins,Tractor,1336,2048.31,2736548.12,90.97,138.09,70.1,51.66,1,1,1405.6507280873948,1877949.3727247594,858598.7472752407,31.37524756097622
2021-12-01,Linkage Pins,Tractor,954,2063.71,1968783.3,107.1,137.89,71.45,54.74,0,0,1426.2689381830573,1360660.5670266368,608122.7329733633,30.888251285622104
2022-01-01,Linkage Pins,Tractor,1271,2091.48,2658264.79,118.16,142.01,70.78,60.3,0,0,1460.483477504157,1856274.4999077835,801990.2900922166,30.16969163904159
2022-02-01,Linkage Pins,Tractor,1289,1427.33,1839822.35,122.92,142.04,73.83,60.47,0,0,999.2888919335841,1288083.3817023898,551738.9682976103,29.98870887168048
2022-03-01,Linkage Pins,Tractor,1247,1438.84,1794234.74,140.05,139.75,71.86,62.77,0,0,1010.3612798383934,1259920.5159584766,534314.2240415234,29.779504996181462
2022-04-01,Linkage Pins,Tractor,1221,1417.37,1730611.82,121.78,146.78,75.14,58.47,1,0,989.4381902807709,1208104.0303328212,522507.7896671789,30.192084881702634
2022-05-01,Linkage Pins,Tractor,1299,2065.24,2682745.13,110.65,152.22,74.96,61.45,1,0,1449.8454507788654,1883349.240561746,799395.8894382538,29.79768299638117
2022-06-01,Linkage Pins,Tractor,1010,2039.64,2060032.54,102.05,152.31,76.45,56.33,0,0,1419.3050182800584,1433498.0684628591,626534.4715371409,30.413814314658396
2022-07-01,Linkage Pins,Tractor,893,2029.18,1812056.0,82.63,150.81,73.72,54.24,0,0,1403.4152671202214,1253249.8335383576,558806.1664616424,30.83823935141311
2022-08-01,Linkage Pins,Tractor,808,1714.58,1385380.48,74.99,153.52,75.44,52.92,0,0,1184.2943923195432,956909.8689941909,428470.61100580904,30.928009827726825
2022-09-01,Linkage Pins,Tractor,916,1707.29,1563875.3,73.19,156.91,75.26,51.46,0,0,1175.7243865484538,1076963.5380783838,486911.7619216163,31.13494803080631
2022-10-01,Linkage Pins,Tractor,1245,1720.48,2141999.81,74.97,157.74,74.16,54.1,1,1,1189.9788339360018,1481523.6482503223,660476.1617496777,30.834557438624504
2022-11-01,Linkage Pins,Tractor,1424,1401.49,1995727.22,95.82,158.48,76.88,55.7,1,1,974.3579063214777,1387485.6586017841,608241.5613982158,30.477189232214602
2022-12-01,Linkage Pins,Tractor,1093,1408.96,1539994.43,98.24,164.52,77.74,57.19,0,0,983.0215322720585,1074442.53477336,465551.8952266399,30.230751888280526
2023-01-01,Linkage Pins,Tractor,1423,1430.66,2035829.31,117.46,164.47,76.34,61.53,0,0,1005.5329445948735,1430873.380158505,604955.9298414951,29.715454378711893
2023-02-01,Linkage Pins,Tractor,1349,1272.23,1716244.91,123.05,170.53,79.26,68.05,0,0,907.3374219306476,1223998.1821844436,492246.72781555634,28.681613267861422
2023-03-01,Linkage Pins,Tractor,1540,1268.32,1953214.7,129.16,166.21,74.9,67.26,0,0,900.3291847392239,1386506.9444984049,566707.7555015951,29.014104568309623
2023-04-01,Linkage Pins,Tractor,1673,1257.2,2103301.22,117.48,167.18,76.46,65.04,1,0,889.6712879524578,1488420.0647444618,614881.1552555384,29.23409873054409
2023-05-01,Linkage Pins,Tractor,1456,1235.78,1799289.67,119.94,173.57,80.62,63.16,1,0,874.0283954191343,1272585.3437302595,526704.3262697405,29.272903360232178
2023-06-01,Linkage Pins,Tractor,1144,1215.71,1390768.44,90.77,170.3,80.75,59.14,0,0,853.297096812675,976171.8787537002,414596.56124629977,29.81061040228234
2023-07-01,Linkage Pins,Tractor,1267,1200.37,1520866.0,88.2,175.01,80.38,56.07,0,0,837.3096960841966,1060871.384938677,459994.6150613229,30.245571606000983
2023-08-01,Linkage Pins,Tractor,970,1519.15,1473578.24,67.94,176.06,79.46,54.23,0,0,1055.1635754781967,1023508.6682138508,450069.5717861492,30.542631505345057
2023-09-01,Linkage Pins,Tractor,1073,1528.1,1639654.14,70.12,177.99,81.11,56.02,0,0,1066.3894932731762,1144235.926282118,495418.2137178818,30.214799672196836
2023-10-01,Linkage Pins,Tractor,1352,1520.71,2056001.93,70.64,184.6,80.34,54.54,1,1,1057.5783083929582,1429845.8729472796,626156.0570527203,30.455032552071597
2023-11-01,Linkage Pins,Tractor,1329,1266.54,1683229.22,81.59,183.52,79.77,59.11,1,1,888.2802419246456,1180524.4415178539,502704.7784821461,29.86549737308779
2023-12-01,Linkage Pins,Tractor,1362,1287.28,1753271.5,109.81,181.64,81.59,63.26,0,0,911.2734807006095,1241154.48071423,512117.0192857699,29.209225113496107
2024-01-01,Linkage Pins,Tractor,1477,1298.79,1918318.68,121.37,185.37,82.15,65.56,0,0,923.8433336761786,1364516.603839716,553802.076160284,28.869138477048246
2024-02-01,Linkage Pins,Tractor,1516,1484.15,2249969.79,126.79,183.66,81.78,68.63,0,0,1061.5778595424192,1609352.0350663075,640617.7549336925,28.472282507121683
2024-03-01,Linkage Pins,Tractor,1567,1491.53,2337224.73,124.27,188.83,79.09,70.11,0,0,1067.7688640048632,1673193.8098956207,664030.9201043793,28.411085659887714
2024-04-01,Linkage Pins,Tractor,1728,1498.39,2589216.52,120.97,189.16,85.2,71.48,1,0,1080.1993663626106,1866584.5050745911,722632.0149254089,27.909292612014113
2024-05-01,Linkage Pins,Tractor,1647,1611.6,2654299.11,117.86,196.0,84.24,68.52,1,0,1154.5522264521526,1901547.5169666952,752751.5930333047,28.359712369918427
2024-06-01,Linkage Pins,Tractor,1423,1622.13,2308296.6,106.33,195.28,82.7,70.63,0,0,1165.4377334274088,1658417.8946672028,649878.7053327973,28.154038147991777
2024-07-01,Linkage Pins,Tractor,1248,1579.2,1970845.33,94.88,199.45,84.25,62.04,0,0,1117.4910732298724,1394628.8593908807,576216.4706091194,29.237021385595963
2024-08-01,Linkage Pins,Tractor,1130,1464.69,1655102.83,72.91,193.56,84.88,64.54,0,0,1041.8966861726055,1177343.2553750442,477759.5746249559,28.86585449346104
2024-09-01,Linkage Pins,Tractor,1223,1453.19,1777247.54,80.82,195.91,83.46,62.24,0,0,1028.1217345119207,1257392.881308079,519854.65869192104,29.25054878353755
2024-10-01,Linkage Pins,Tractor,1441,1460.55,2104656.15,88.84,200.51,83.2,63.71,1,1,1036.0397928857983,1492933.3415484354,611722.8084515645,29.065213738194934
2024-11-01,Linkage Pins,Tractor,1609,1392.91,2241192.93,87.82,201.09,85.27,66.98,1,1,995.7202864410235,1602113.940883607,639078.9891163933,28.515126054604913
2024-12-01,Linkage Pins,Tractor,1446,1406.57,2033906.81,105.66,203.58,87.38,69.71,0,0,1012.2216565442466,1463672.5153629805,570234.2946370195,28.03640224976775
2025-01-01,Linkage Pins,Tractor,1593,1411.91,2249165.38,122.9,209.06,90.07,70.78,0,0,1020.0766199120959,1624982.0555199687,624183.3244800312,27.751775393236365
2025-02-01,Linkage Pins,Tractor,1650,1917.37,3163666.75,133.82,203.37,87.98,75.07,0,0,1394.3258352237422,2300637.6281191744,863029.1218808256,27.279394135960295
2025-03-01,Linkage Pins,Tractor,1776,1912.74,3397034.01,123.18,214.23,88.42,74.15,0,0,1389.0115281246165,2466884.4739493188,930149.536050681,27.381225307505268
2025-04-01,Linkage Pins,Tractor,1942,1910.26,3709733.71,128.45,212.38,85.87,73.65,1,0,1383.395348726637,2686553.767227129,1023179.9427728709,27.5809538570053
2025-05-01,Linkage Pins,Tractor,1658,1356.72,2249436.76,120.86,215.03,86.49,74.74,1,0,984.9641196177115,1633070.5103261657,616366.2496738341,27.400914781611114
2025-06-01,Linkage Pins,Tractor,1574,1335.13,2101497.06,94.22,216.16,87.96,70.43,0,0,962.5133808426187,1514996.0614462818,586500.9985537182,27.908723248640577
2025-07-01,Linkage Pins,Tractor,1379,1307.44,1802961.16,78.77,220.32,86.69,64.89,0,0,931.8828336376788,1285066.427586359,517894.73241364094,28.724674934963158
2025-08-01,Linkage Pins,Tractor,1348,1755.36,2366220.03,63.54,219.56,87.71,68.67,0,0,1261.0519756051563,1699898.0631157507,666321.9668842491,28.15976360762398
2025-09-01,Linkage Pins,Tractor,1176,1755.05,2063933.43,63.04,218.37,86.49,68.61,0,0,1259.5781980233169,1481263.9608754206,582669.4691245793,28.231020470683465
2025-10-01,Linkage Pins,Tractor,1731,1756.72,3040886.17,76.54,215.94,89.86,68.94,1,1,1264.626633828412,2189068.703156981,851817.4668430188,28.01214577667071
2025-11-01,Linkage Pins,Tractor,1725,1525.78,2631977.0,84.19,228.95,92.61,68.96,1,1,1100.591196243729,1898519.8135204324,733457.1864795676,27.867157899919626
2025-12-01,Linkage Pins,Tractor,1669,1526.02,2546924.03,103.66,225.76,89.62,69.0,0,0,1098.4848334686835,1833371.1870592327,713552.8429407671,28.016259399019734
2020-02-01,Tractor Front Axle Bracket,Tractor,521,1386.87,722557.47,124.94,97.45,64.13,51.37,0,0,946.9071992714838,493338.65082044306,229218.81917955691,31.723264750076822
2020-03-01,Tractor Front Axle Bracket,Tractor,431,1393.87,600756.1,131.97,106.43,66.77,52.77,0,0,956.2342167877466,412136.9474355188,188619.1525644812,31.396960024955415
2020-04-01,Tractor Front Axle Bracket,Tractor,221,1388.17,306786.47,131.97,103.85,66.17,51.63,1,0,949.7496086473749,209894.66351106984,96891.80648893013,31.582816050828495
2020-05-01,Tractor Front Axle Bracket,Tractor,165,1845.32,304477.0,120.61,107.3,66.76,49.66,1,0,1258.1603836089814,207596.46329548192,96880.53670451808,31.81867159244149
2020-06-01,Tractor Front Axle Bracket,Tractor,398,1833.39,729688.11,95.91,100.92,67.28,47.28,0,0,1244.6108702670688,495355.12636629335,234332.98363370664,32.114129368739015
2020-07-01,Tractor Front Axle Bracket,Tractor,601,1828.67,1099027.96,92.29,114.04,65.62,46.33,0,0,1237.482563560041,743727.0206995846,355300.93930041534,32.32865334021305
2020-08-01,Tractor Front Axle Bracket,Tractor,560,1162.06,650753.08,74.92,108.29,70.42,41.61,0,0,781.8396226580239,437830.1886884934,212922.89131150657,32.71945963152515
2020-09-01,Tractor Front Axle Bracket,Tractor,529,1188.12,628517.64,66.56,111.87,67.62,46.82,0,0,806.0333844546293,426391.6603764989,202125.97962350113,32.15915779603276
2020-10-01,Tractor Front Axle Bracket,Tractor,1180,1154.81,1362675.08,72.49,114.6,69.44,40.16,1,1,774.1083124647681,913447.8087084264,449227.27129157365,32.96657272778288
2020-11-01,Tractor Front Axle Bracket,Tractor,1299,1453.96,1888692.71,80.91,117.86,67.41,40.99,1,1,974.7449471525206,1266193.6863511242,622499.0236488758,32.9592537924751
2020-12-01,Tractor Front Axle Bracket,Tractor,1212,1492.78,1809252.42,96.42,112.4,68.38,48.76,0,0,1017.2271220354854,1232879.2719070083,576373.1480929917,31.856978148631782
2021-01-01,Tractor Front Axle Bracket,Tractor,1297,1523.21,1975603.81,118.15,116.73,71.63,54.84,0,0,1053.067400531422,1365828.4184892543,609775.3915107457,30.865267035030964
2021-02-01,Tractor Front Axle Bracket,Tractor,1515,1689.87,2560150.4,124.85,118.72,68.64,57.17,0,0,1171.003667281461,1774070.5559314135,786079.8440685864,30.7044400230778
2021-03-01,Tractor Front Axle Bracket,Tractor,1383,1690.12,2337432.33,137.72,124.47,69.62,57.22,0,0,1172.1488142433843,1621081.8100986006,716350.5199013995,30.646898766108855
2021-04-01,Tractor Front Axle Bracket,Tractor,1591,1684.95,2680761.44,134.42,130.22,70.54,56.19,1,0,1167.0155429894342,1856721.7288961897,824039.7111038102,30.73901686320176
2021-05-01,Tractor Front Axle Bracket,Tractor,1490,1845.86,2750329.8,117.64,124.93,66.91,48.57,1,0,1255.9472465210974,1871361.3973164351,878968.4026835647,31.958654656018513
2021-06-01,Tractor Front Axle Bracket,Tractor,1001,1856.22,1858071.67,94.44,128.65,70.91,50.64,0,0,1272.043543140557,1273315.5866836975,584756.0833163024,31.471126370292403
2021-07-01,Tractor Front Axle Bracket,Tractor,1004,1850.55,1857949.98,84.2,133.3,72.12,49.51,0,0,1266.4853542601847,1271551.2956772256,586398.6843227744,31.56159695552054
2021-08-01,Tractor Front Axle Bracket,Tractor,933,1298.23,1211252.59,76.0,130.68,71.83,47.25,0,0,884.3186590981556,825069.3089385792,386183.2810614209,31.88296844520439
2021-09-01,Tractor Front Axle Bracket,Tractor,998,1294.33,1291746.05,65.54,136.86,70.61,46.47,0,0,879.4774206990577,877718.4658576596,414027.58414234046,32.05177860945195
2021-10-01,Tractor Front Axle Bracket,Tractor,1438,1296.18,1863900.55,79.82,135.28,70.92,46.84,1,1,881.5919471091695,1267729.2199429858,596171.3300570142,31.985146957385375
2021-11-01,Tractor Front Axle Bracket,Tractor,1496,1548.31,2316274.8,95.17,133.86,70.71,50.06,1,1,1059.660386355863,1585251.9379883711,731022.8620116287,31.560282139736994
2021-12-01,Tractor Front Axle Bracket,Tractor,1373,1561.71,2144227.11,100.33,141.15,70.36,52.74,0,0,1074.2162380306784,1474898.8948161213,669328.2151838786,31.215360166949786
2022-01-01,Tractor Front Axle Bracket,Tractor,1462,1588.66,2322627.21,108.73,142.28,71.02,58.13,0,0,1104.8924434257533,1615352.7522884514,707274.4577115485,30.451484192831295
2022-02-01,Tractor Front Axle Bracket,Tractor,1592,1782.88,2838342.15,117.91,146.69,72.3,58.18,0,0,1241.2720838346345,1976105.157464738,862236.9925352619,30.37819075248775
2022-03-01,Tractor Front Axle Bracket,Tractor,1753,1799.39,3154336.08,135.74,148.04,70.32,61.48,0,0,1258.963473632599,2206962.9692779463,947373.1107220538,30.033994054370194
